class,spec,spec_id,spell_id,name,aura_type,applications,players,self_pct,single_pct,group_pct,other_pct,recast_median_s,first_seen,last_seen,category,suggested_category,rule
DRUID,Guardian,104,1233714,Hearty Well Fed,BUFF,3,1,100.0,0.0,0.0,0.0,270.39,2026-04-12,2026-04-12,,consumables,R8
DRUID,Guardian,104,1233724,Hearty Well Fed,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-08-21,2026-08-21,,consumables,R8
DRUID,Guardian,104,1285644,Hearty Well Fed,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-05-08,2026-05-08,,consumables,R8
DRUID,Guardian,104,45334,Immobilized,DEBUFF,161,35,0.0,0.0,0.0,100.0,115.13,2026-02-22,2026-09-12,,,
DRUID,Guardian,104,99,Incapacitating Roar,DEBUFF,1690,40,0.0,0.0,0.0,100.0,75.5,2026-02-22,2026-09-22,hardCC,,
DRUID,Guardian,104,102558,Incarnation: Guardian of Ursoc,BUFF,394,47,100.0,0.0,0.0,0.0,143.86,2026-02-22,2026-09-22,,utility,R9
DRUID,Guardian,104,1235879,Infuriated,BUFF,2,1,100.0,0.0,0.0,0.0,1599.09,2026-02-26,2026-02-26,,consumables,R8
DRUID,Guardian,104,1216737,Interrogate,BUFF,1,1,0.0,0.0,0.0,100.0,,2026-09-12,2026-09-12,,consumables,R8
DRUID,Guardian,104,192081,Ironfur,BUFF,1693,51,100.0,0.0,0.0,0.0,19.13,2026-02-22,2026-09-22,activeMitigation,utility,R9
DRUID,Guardian,104,449091,Keen Prowess,BUFF,22,1,100.0,0.0,0.0,0.0,31.62,2026-02-26,2026-02-26,,consumables,R8
DRUID,Guardian,104,441825,Killing Strikes,BUFF,326,7,100.0,0.0,0.0,0.0,21.49,2026-02-26,2026-08-24,,utility,R9
DRUID,Guardian,104,1262496,Light Company Guidon,BUFF,11,1,100.0,0.0,0.0,0.0,111.02,2026-08-10,2026-08-10,,consumables,R8
DRUID,Guardian,104,1263768,Light's Blessing,BUFF,62,2,100.0,0.0,0.0,0.0,20.41,2026-09-01,2026-09-11,,consumables,R8
DRUID,Guardian,104,1236616,Light's Potential,BUFF,34,9,100.0,0.0,0.0,0.0,363.45,2026-04-12,2026-09-12,,consumables,R8
DRUID,Guardian,104,1217960,Loaded Pistol,DEBUFF,1,1,0.0,0.0,0.0,100.0,,2026-09-12,2026-09-12,,,
DRUID,Guardian,104,204066,Lunar Beam,BUFF,1580,51,100.0,0.0,0.0,0.0,60.02,2026-02-22,2026-09-22,,utility,R9
DRUID,Guardian,104,1270292,Lunar Beam,DEBUFF,1546,51,0.0,0.0,0.0,100.0,60.01,2026-02-22,2026-09-22,,,
DRUID,Guardian,104,1253600,Lunar Wrath,BUFF,31,3,100.0,0.0,0.0,0.0,42.73,2026-03-31,2026-08-24,,utility,R9
DRUID,Guardian,104,378989,Lycara's Teachings,BUFF,271,50,100.0,0.0,0.0,0.0,150.93,2026-02-22,2026-09-22,,utility,R9
DRUID,Guardian,104,378990,Lycara's Teachings,BUFF,153,32,100.0,0.0,0.0,0.0,150.6,2026-02-22,2026-09-12,,offensiveCDs,R3
DRUID,Guardian,104,378991,Lycara's Teachings,BUFF,377,51,100.0,0.0,0.0,0.0,116.74,2026-02-22,2026-09-22,,movement,R4
DRUID,Guardian,104,378992,Lycara's Teachings,BUFF,10,3,100.0,0.0,0.0,0.0,260.71,2026-08-10,2026-09-12,,utility,R9
DRUID,Guardian,104,1266197,Lynx,BUFF,10,1,100.0,0.0,0.0,0.0,194.05,2026-09-11,2026-09-11,,consumables,R8
DRUID,Guardian,104,227723,Mana Divining Stone,BUFF,8,3,100.0,0.0,0.0,0.0,4.45,2026-05-08,2026-08-10,,consumables,R8
DRUID,Guardian,104,1126,Mark of the Wild,BUFF,328,41,10.4,50.0,39.6,0.0,75.81,2026-02-22,2026-09-22,support,utility,R9
DRUID,Guardian,104,1252488,Masterful Hunt,BUFF,198,14,100.0,0.0,0.0,0.0,40.16,2026-03-31,2026-09-08,,consumables,R8
DRUID,Guardian,104,385787,Matted Fur,BUFF,1329,44,100.0,0.0,0.0,0.0,43.08,2026-02-22,2026-09-22,,defensives,R1
DRUID,Guardian,104,1241715,Might of the Void,BUFF,648,17,100.0,0.0,0.0,0.0,36.31,2026-04-28,2026-09-12,,consumables,R8
DRUID,Guardian,104,35079,Misdirection,BUFF,7,7,100.0,0.0,0.0,0.0,,2026-02-22,2026-09-08,,utility,R9
DRUID,Guardian,104,164812,Moonfire,DEBUFF,8020,51,0.0,0.0,0.0,100.0,3.14,2026-02-22,2026-09-22,softCC,,
DRUID,Guardian,104,24858,Moonkin Form,BUFF,10,3,100.0,0.0,0.0,0.0,260.71,2026-08-10,2026-09-12,,defensives,R1
DRUID,Guardian,104,210053,Mount Form,BUFF,4,3,100.0,0.0,0.0,0.0,292.19,2026-04-25,2026-09-12,,movement,R4
DRUID,Guardian,104,1257183,Nalorakk's Call to War,BUFF,16,1,100.0,0.0,0.0,0.0,59.77,2026-04-28,2026-04-28,,consumables,R8
DRUID,Guardian,104,1278800,Natural Resilience,BUFF,1330,40,100.0,0.0,0.0,0.0,14.28,2026-02-22,2026-09-22,,defensives,R1
DRUID,Guardian,104,1266184,Pangolin,BUFF,8,1,100.0,0.0,0.0,0.0,235.24,2026-09-11,2026-09-11,,consumables,R8
DRUID,Guardian,104,1251407,Persistence,BUFF,260,35,100.0,0.0,0.0,0.0,126.11,2026-02-26,2026-09-22,,utility,R9
DRUID,Guardian,104,1250701,Primal Awakening,DEBUFF,2,2,0.0,0.0,0.0,100.0,,2026-08-21,2026-08-25,,,
DRUID,Guardian,104,1285161,Protective Toadstools,BUFF,282,5,80.9,18.4,0.0,0.7,14.8,2026-08-10,2026-09-11,,consumables,R8
DRUID,Guardian,104,1260615,Radiant Plume,BUFF,62,2,100.0,0.0,0.0,0.0,31.49,2026-04-20,2026-04-28,,consumables,R8
DRUID,Guardian,104,155722,Rake,DEBUFF,46,4,0.0,0.0,0.0,100.0,82.03,2026-04-12,2026-09-01,,,
DRUID,Guardian,104,441602,Ravage,BUFF,510,7,100.0,0.0,0.0,0.0,14.9,2026-02-26,2026-08-24,,activeMitigation,R7
DRUID,Guardian,104,1256736,Ready to Work!,DEBUFF,2,2,100.0,0.0,0.0,0.0,,2026-08-21,2026-09-12,,,
DRUID,Guardian,104,1231418,Recuperate,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-03-28,2026-03-28,,utility,R9
DRUID,Guardian,104,1252871,Red Moon,DEBUFF,71,3,0.0,0.0,0.0,100.0,38.11,2026-03-31,2026-08-24,,,
DRUID,Guardian,104,8936,Regrowth,BUFF,1496,50,61.3,38.5,0.0,0.2,24.67,2026-02-22,2026-09-22,healing,support,R5
DRUID,Guardian,104,774,Rejuvenation,BUFF,731,37,96.7,3.3,0.0,0.0,36.8,2026-02-22,2026-09-12,healing,support,R5
DRUID,Guardian,104,370667,Rescue,BUFF,2,1,100.0,0.0,0.0,0.0,735.93,2026-05-08,2026-05-08,,consumables,R8
DRUID,Guardian,104,281744,Restlessness,BUFF,57,2,100.0,0.0,0.0,0.0,24.87,2026-08-24,2026-09-01,,consumables,R8
DRUID,Guardian,104,160029,Resurrecting,DEBUFF,25,18,0.0,100.0,0.0,0.0,587.46,2026-02-26,2026-09-22,,,
DRUID,Guardian,104,265946,Ritual Wraps,BUFF,4,1,100.0,0.0,0.0,0.0,118.2,2026-08-24,2026-08-24,,defensives,R1
DRUID,Guardian,104,1286135,Rotbloom,DEBUFF,220,3,0.0,0.0,0.0,100.0,12.5,2026-08-10,2026-09-02,,,
DRUID,Guardian,104,1254641,Rotting Globule,BUFF,13,2,100.0,0.0,0.0,0.0,148.36,2026-04-25,2026-09-12,,defensives,R1
DRUID,Guardian,104,1308014,Rotting Voidfin,BUFF,24,2,100.0,0.0,0.0,0.0,105.81,2026-09-11,2026-09-22,,consumables,R8
DRUID,Guardian,104,1287774,Rune of Burning Haste,BUFF,549,8,100.0,0.0,0.0,0.0,19.68,2026-07-21,2026-09-11,,consumables,R8
DRUID,Guardian,104,1287772,Rune of Critical Power,BUFF,249,5,100.0,0.0,0.0,0.0,22.76,2026-08-03,2026-09-22,,consumables,R8
DRUID,Guardian,104,1289063,Rune of Echoes,BUFF,15,1,0.0,100.0,0.0,0.0,42.58,2026-08-25,2026-08-25,,support,R5
DRUID,Guardian,104,1289063,Rune of Echoes,DEBUFF,141,1,0.0,0.0,0.0,100.0,10.41,2026-08-25,2026-08-25,,,
DRUID,Guardian,104,1287663,Rune of Lingering,DEBUFF,3240,27,0.0,0.0,0.0,100.0,10.81,2026-07-05,2026-09-22,,,
DRUID,Guardian,104,1287665,Rune of Lingering,BUFF,773,27,15.7,84.3,0.0,0.0,21.07,2026-07-05,2026-09-22,,support,R5
DRUID,Guardian,104,1287978,Rune of Lynxlike Reflexes,BUFF,39,2,100.0,0.0,0.0,0.0,31.88,2026-08-24,2026-09-08,,utility,R9
DRUID,Guardian,104,1287771,Rune of Masterful Cunning,BUFF,93,2,100.0,0.0,0.0,0.0,24.14,2026-09-07,2026-09-11,,consumables,R8
DRUID,Guardian,104,1287770,Rune of the Versatile Warrior,BUFF,340,8,100.0,0.0,0.0,0.0,21.52,2026-07-11,2026-09-12,,consumables,R8
DRUID,Guardian,104,1287955,Rune of Void-Tainted Shell,BUFF,230,10,100.0,0.0,0.0,0.0,46.96,2026-07-21,2026-09-11,,defensives,R1
DRUID,Guardian,104,1266403,Sacred Duty,BUFF,10,1,100.0,0.0,0.0,0.0,97.99,2026-03-22,2026-03-22,,consumables,R8
DRUID,Guardian,104,1266394,Sacred Text,DEBUFF,25,1,0.0,0.0,0.0,100.0,31.95,2026-03-22,2026-03-22,,,
DRUID,Guardian,104,57724,Sated,DEBUFF,14,5,100.0,0.0,0.0,0.0,774.93,2026-02-26,2026-08-21,,,
DRUID,Guardian,104,1260310,Send Manacite,DEBUFF,4,4,100.0,0.0,0.0,0.0,,2026-04-12,2026-08-09,,,
DRUID,Guardian,104,1260311,Send Vantacite,DEBUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-21,2026-07-21,,,
DRUID,Guardian,104,1292299,Seriously Sharp Seashell,BUFF,23,2,100.0,0.0,0.0,0.0,110.47,2026-09-11,2026-09-22,,consumables,R8
DRUID,Guardian,104,58984,Shadowmeld,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-08-21,2026-08-21,utility,utility,R9
DRUID,Guardian,104,1233904,Sheltered,DEBUFF,23,2,100.0,0.0,0.0,0.0,8.8,2026-08-21,2026-08-25,,,
DRUID,Guardian,104,186403,Sign of Battle,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-05-08,2026-08-21,,consumables,R8
DRUID,Guardian,104,186406,Sign of the Critter,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-01,2026-09-01,,consumables,R8
DRUID,Guardian,104,1305981,Sign of the Dragonflights,BUFF,13,5,100.0,0.0,0.0,0.0,99.25,2026-07-05,2026-08-10,,consumables,R8
DRUID,Guardian,104,225788,Sign of the Emissary,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-08-12,2026-08-12,,consumables,R8
DRUID,Guardian,104,471521,Sign of the Explorer,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-09-02,2026-09-07,,consumables,R8
DRUID,Guardian,104,335151,Sign of the Mists,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-04-25,2026-04-25,,consumables,R8
DRUID,Guardian,104,335149,Sign of the Scourge,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-01,2026-09-01,,consumables,R8
DRUID,Guardian,104,1256081,Sign of the Shadowlands,BUFF,7,2,100.0,0.0,0.0,0.0,5.28,2026-07-21,2026-07-21,,activeMitigation,R7
DRUID,Guardian,104,186401,Sign of the Skirmisher,BUFF,2,2,100.0,0.0,0.0,0.0,,2026-04-20,2026-09-22,,consumables,R8
DRUID,Guardian,104,225787,Sign of the Warrior,BUFF,3,1,100.0,0.0,0.0,0.0,270.39,2026-04-12,2026-04-12,,consumables,R8
DRUID,Guardian,104,1260572,Siphoning Wind,BUFF,2,2,0.0,0.0,0.0,100.0,,2026-03-28,2026-04-20,,consumables,R8
DRUID,Guardian,104,383813,Sleepy Ruby Warmth,BUFF,3,1,100.0,0.0,0.0,0.0,142.98,2026-09-08,2026-09-08,,consumables,R8
DRUID,Guardian,104,1308012,Slick and Slimy Gralstone,BUFF,24,2,100.0,0.0,0.0,0.0,97.25,2026-09-11,2026-09-22,,consumables,R8
DRUID,Guardian,104,1235841,Snowdrift,DEBUFF,8,2,100.0,0.0,0.0,0.0,12.86,2026-08-21,2026-08-25,,,
DRUID,Guardian,104,1266193,Snowdrift,DEBUFF,10,2,100.0,0.0,0.0,0.0,10.83,2026-08-21,2026-08-25,,,
DRUID,Guardian,104,1254638,Solar Core Igniter,BUFF,10,2,100.0,0.0,0.0,0.0,124.49,2026-03-28,2026-04-25,,defensives,R1
DRUID,Guardian,104,1257988,Solar Core Igniter,BUFF,4,1,100.0,0.0,0.0,0.0,152.11,2026-03-28,2026-03-28,,consumables,R8
DRUID,Guardian,104,1255504,Solarflare Prism,BUFF,281,5,100.0,0.0,0.0,0.0,34.58,2026-04-26,2026-08-21,,consumables,R8
DRUID,Guardian,104,1242347,Soulgorged Augmentation,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-02-26,2026-02-26,,consumables,R8
DRUID,Guardian,104,1294330,Spirit Ward,BUFF,13,2,100.0,0.0,0.0,0.0,159.93,2026-09-01,2026-09-08,,defensives,R1
DRUID,Guardian,104,1284698,Sporelord's Mycelium,BUFF,56,2,100.0,0.0,0.0,0.0,34.16,2026-08-03,2026-09-02,,consumables,R8
DRUID,Guardian,104,77761,Stampeding Roar,BUFF,2104,48,8.6,20.7,30.9,39.7,137.41,2026-02-22,2026-09-22,,movement,R4
DRUID,Guardian,104,77764,Stampeding Roar,BUFF,16,6,18.8,68.8,0.0,12.5,293.54,2026-03-31,2026-09-12,,movement,R4
DRUID,Guardian,104,106898,Stampeding Roar,BUFF,42,5,21.4,35.7,23.8,19.0,127.87,2026-04-28,2026-09-11,movement,movement,R4
DRUID,Guardian,104,1253799,Sundering Roar,BUFF,272,15,100.0,0.0,0.0,0.0,71.41,2026-05-07,2026-09-12,,utility,R9
DRUID,Guardian,104,61336,Survival Instincts,BUFF,306,49,100.0,0.0,0.0,0.0,136.63,2026-02-22,2026-09-22,defensives,utility,R9
DRUID,Guardian,104,474750,Symbiotic Relationship,BUFF,3,3,0.0,100.0,0.0,0.0,,2026-03-28,2026-09-07,,support,R5
DRUID,Guardian,104,474754,Symbiotic Relationship,BUFF,9,7,0.0,100.0,0.0,0.0,880.59,2026-02-26,2026-05-07,,support,R5
DRUID,Guardian,104,1293326,Tattered Amani War Banner,BUFF,24,1,100.0,0.0,0.0,0.0,183.88,2026-08-21,2026-08-21,,consumables,R8
DRUID,Guardian,104,1306870,Tattered Tortollan Scroll,BUFF,25,2,100.0,0.0,0.0,0.0,84.79,2026-09-11,2026-09-22,,consumables,R8
DRUID,Guardian,104,80354,Temporal Displacement,DEBUFF,38,13,100.0,0.0,0.0,0.0,507.35,2026-03-22,2026-09-12,,,
DRUID,Guardian,104,1263318,The Wind Awoken,BUFF,680,14,100.0,0.0,0.0,0.0,28.21,2026-03-26,2026-08-25,,consumables,R8
DRUID,Guardian,104,1238467,Thorn Bloom,BUFF,126,6,10.3,29.4,0.0,60.3,223.38,2026-03-22,2026-09-12,,consumables,R8
DRUID,Guardian,104,1238474,Thorn Bloom,DEBUFF,90,6,0.0,0.0,0.0,100.0,223.38,2026-03-22,2026-09-12,,,
DRUID,Guardian,104,192090,Thrash,DEBUFF,8006,51,0.0,0.0,0.0,100.0,5.52,2026-02-22,2026-09-22,,,
DRUID,Guardian,104,252216,Tiger Dash,BUFF,5,1,100.0,0.0,0.0,0.0,170.54,2026-07-27,2026-07-27,,movement,R4
DRUID,Guardian,104,346427,Titanic Insight,DEBUFF,1,1,0.0,0.0,0.0,100.0,,2026-02-26,2026-02-26,,,
DRUID,Guardian,104,1263084,Toggle Find Lumber,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-05-08,2026-05-08,,consumables,R8
DRUID,Guardian,104,154796,Touch of Elune - Day,BUFF,9,6,100.0,0.0,0.0,0.0,1022.92,2026-04-20,2026-09-22,,offensiveCDs,R3
DRUID,Guardian,104,154797,Touch of Elune - Night,BUFF,11,5,100.0,0.0,0.0,0.0,5.38,2026-07-07,2026-09-02,,offensiveCDs,R3
DRUID,Guardian,104,1296742,Toxiferous Transfusion,BUFF,61,1,100.0,0.0,0.0,0.0,17.94,2026-09-01,2026-09-01,,activeMitigation,R7
DRUID,Guardian,104,1066,Travel Form,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-08-10,2026-08-10,,utility,R9
DRUID,Guardian,104,165961,Travel Form,BUFF,137,30,100.0,0.0,0.0,0.0,151.58,2026-02-22,2026-09-22,,movement,R4
DRUID,Guardian,104,1254631,Trovehunter's Bounty,BUFF,4,2,100.0,0.0,0.0,0.0,306.52,2026-04-20,2026-08-09,,consumables,R8
DRUID,Guardian,104,61391,Typhoon,DEBUFF,624,31,0.0,0.0,0.0,100.0,161.17,2026-02-22,2026-09-12,softCC,,
DRUID,Guardian,104,1272460,Ultradon Cuirass,BUFF,11,1,100.0,0.0,0.0,0.0,150.07,2026-07-21,2026-07-21,,defensives,R1
DRUID,Guardian,104,389820,Under Red Wings,BUFF,4,1,100.0,0.0,0.0,0.0,66.77,2026-09-08,2026-09-08,,consumables,R8
DRUID,Guardian,104,393903,Ursine Vigor,BUFF,15,2,100.0,0.0,0.0,0.0,78.32,2026-05-08,2026-07-27,,utility,R9
DRUID,Guardian,104,372505,Ursoc's Fury,BUFF,25104,47,100.0,0.0,0.0,0.0,1.57,2026-02-22,2026-09-22,,defensives,R1
DRUID,Guardian,104,127797,Ursol's Vortex,DEBUFF,1327,30,0.0,0.0,0.0,100.0,2.55,2026-02-26,2026-09-12,softCC,,
DRUID,Guardian,104,471491,Ursol's Warding,BUFF,17,6,100.0,0.0,0.0,0.0,18.03,2026-07-07,2026-08-21,,defensives,R1
DRUID,Guardian,104,1235973,Vengeful Void Barrier,BUFF,91,1,100.0,0.0,0.0,0.0,15.71,2026-02-26,2026-02-26,,defensives,R1
DRUID,Guardian,104,1317581,Venomcursed Ascendance,BUFF,31,1,100.0,0.0,0.0,0.0,37.37,2026-09-22,2026-09-22,,consumables,R8
DRUID,Guardian,104,1307927,Venomcursed Haste,BUFF,61,2,100.0,0.0,0.0,0.0,38.3,2026-09-12,2026-09-22,,consumables,R8
DRUID,Guardian,104,1252489,Versatile Hunt,BUFF,91,7,100.0,0.0,0.0,0.0,36.59,2026-03-31,2026-09-08,,consumables,R8
DRUID,Guardian,104,1270065,Vicious Brambles,DEBUFF,2699,28,0.0,0.0,0.0,100.0,4.93,2026-03-22,2026-09-22,,,
DRUID,Guardian,104,1287798,Vine Grip,DEBUFF,9,3,0.0,0.0,0.0,100.0,2.67,2026-08-12,2026-09-07,,,
DRUID,Guardian,104,1214714,Void Torrent,DEBUFF,1,1,100.0,0.0,0.0,0.0,,2026-07-05,2026-07-05,,,
DRUID,Guardian,104,253808,Void's Embrace,BUFF,6,2,100.0,0.0,0.0,0.0,368.35,2026-05-03,2026-09-02,,consumables,R8
DRUID,Guardian,104,1264426,Void-Touched,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-05-08,2026-05-08,,consumables,R8
DRUID,Guardian,104,1243972,Void-touched Drums,BUFF,5,1,0.0,0.0,100.0,0.0,,2026-07-07,2026-07-07,,raidCDs,R2
DRUID,Guardian,104,1287425,Void-Touched Orbs,BUFF,1303,6,100.0,0.0,0.0,0.0,10.0,2026-07-05,2026-09-01,,utility,R9
DRUID,Guardian,104,1277482,Voidlust,BUFF,98,4,100.0,0.0,0.0,0.0,47.99,2026-03-22,2026-05-07,,movement,R4
DRUID,Guardian,104,20549,War Stomp,DEBUFF,62,5,0.0,0.0,0.0,100.0,207.71,2026-04-12,2026-08-10,hardCC,,
DRUID,Guardian,104,1305773,Ward of the Uncoiled,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-22,2026-09-22,,consumables,R8
DRUID,Guardian,104,461948,Well Fed,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-04-02,2026-04-02,,consumables,R8
DRUID,Guardian,104,461957,Well Fed,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-02-26,2026-02-26,,consumables,R8
DRUID,Guardian,104,1219182,Well Fed,BUFF,4,1,100.0,0.0,0.0,0.0,4.45,2026-07-21,2026-07-21,,activeMitigation,R7
DRUID,Guardian,104,1232087,Well Fed,BUFF,3,1,100.0,0.0,0.0,0.0,394.23,2026-07-21,2026-07-21,,consumables,R8
DRUID,Guardian,104,1232585,Well Fed,BUFF,2,1,100.0,0.0,0.0,0.0,6.08,2026-07-07,2026-07-07,,consumables,R8
DRUID,Guardian,104,1294727,Well Fed,BUFF,5,2,100.0,0.0,0.0,0.0,1057.3,2026-07-05,2026-09-07,,consumables,R8
DRUID,Guardian,104,382912,Well-Honed Instincts,DEBUFF,182,50,100.0,0.0,0.0,0.0,217.79,2026-02-22,2026-09-22,,,
DRUID,Guardian,104,48438,Wild Growth,BUFF,99,8,8.1,23.2,60.6,8.1,190.52,2026-03-28,2026-09-12,healing,raidCDs,R2
DRUID,Guardian,104,1269616,Wild Guardian,BUFF,185,24,100.0,0.0,0.0,0.0,138.34,2026-03-22,2026-09-22,,utility,R9
DRUID,Guardian,104,1270277,Wild Guardian,BUFF,14,3,100.0,0.0,0.0,0.0,237.11,2026-04-12,2026-09-01,,utility,R9
DRUID,Guardian,104,441686,Wildshape Mastery,BUFF,48,6,100.0,0.0,0.0,0.0,84.76,2026-03-31,2026-08-24,,utility,R9
DRUID,Guardian,104,441688,Wildshape Mastery,BUFF,33,5,100.0,0.0,0.0,0.0,112.79,2026-03-31,2026-05-03,,utility,R9
DRUID,Guardian,104,170818,Wind,DEBUFF,74,3,100.0,0.0,0.0,0.0,0.82,2026-03-28,2026-07-05,,,
DRUID,Guardian,104,1214848,Winds of Mysterious Fortune,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-22,2026-09-22,,consumables,R8
DRUID,Guardian,104,1255226,Withered Saptor's Paw,BUFF,25,1,100.0,0.0,0.0,0.0,27.67,2026-04-12,2026-04-12,,consumables,R8
DRUID,Guardian,104,1242032,Worldsoul Aegis,BUFF,112,2,100.0,0.0,0.0,0.0,17.84,2026-04-02,2026-07-21,,defensives,R1
DRUID,Guardian,104,1254180,Xathuux's Last Roar,BUFF,30,2,100.0,0.0,0.0,0.0,79.39,2026-09-01,2026-09-12,,consumables,R8
DRUID,Restoration,105,1308013,50-Lb Midnight Salmon,BUFF,39,3,100.0,0.0,0.0,0.0,114.66,2026-09-12,2026-09-23,,consumables,R8
DRUID,Restoration,105,1265566,A Restless Soul,BUFF,20,3,100.0,0.0,0.0,0.0,201.91,2026-03-18,2026-07-06,,consumables,R8
DRUID,Restoration,105,207640,Abundance,BUFF,1633,61,100.0,0.0,0.0,0.0,92.28,2026-02-14,2026-09-23,,offensiveCDs,R3
DRUID,Restoration,105,1247577,Akil'zon's Clarity,BUFF,53,3,100.0,0.0,0.0,0.0,40.96,2026-03-19,2026-09-11,,consumables,R8
DRUID,Restoration,105,1266687,Alnscorned Essence,BUFF,58,3,100.0,0.0,0.0,0.0,62.82,2026-04-12,2026-08-22,,consumables,R8
DRUID,Restoration,105,1266686,Alnsight,BUFF,65,3,100.0,0.0,0.0,0.0,54.03,2026-04-12,2026-08-22,,consumables,R8
DRUID,Restoration,105,1254550,Arcane Empowerment,DEBUFF,5,1,0.0,0.0,100.0,0.0,,2026-04-10,2026-04-10,,,
DRUID,Restoration,105,1229746,Arcanoweave Insight,BUFF,273,7,2.2,97.8,0.0,0.0,25.3,2026-04-10,2026-09-23,,support,R5
DRUID,Restoration,105,1246739,Azerothian Power,BUFF,7,1,100.0,0.0,0.0,0.0,212.97,2026-09-20,2026-09-20,,consumables,R8
DRUID,Restoration,105,22812,Barkskin,BUFF,372,55,100.0,0.0,0.0,0.0,139.52,2026-02-21,2026-09-23,defensives,defensives,R1
DRUID,Restoration,105,1266182,Bear,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-04-26,2026-04-26,,consumables,R8
DRUID,Restoration,105,5487,Bear Form,BUFF,695,42,100.0,0.0,0.0,0.0,81.62,2026-02-14,2026-09-23,,defensives,R1
DRUID,Restoration,105,26297,Berserking,BUFF,7,2,100.0,0.0,0.0,0.0,241.63,2026-03-18,2026-08-22,,offensiveCDs,R3
DRUID,Restoration,105,1272321,Blessing of Potency,BUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-07,2026-09-07,,consumables,R8
DRUID,Restoration,105,1301231,Bloodletting,DEBUFF,17,1,100.0,0.0,0.0,0.0,2.48,2026-09-23,2026-09-23,,,
DRUID,Restoration,105,1307531,Bloodletting,DEBUFF,2,1,100.0,0.0,0.0,0.0,1.36,2026-09-23,2026-09-23,,,
DRUID,Restoration,105,439531,Bloodseeker Vines,DEBUFF,734,44,0.0,0.0,0.0,100.0,6.14,2026-02-21,2026-09-23,,,
DRUID,Restoration,105,429438,Blooming Infusion,BUFF,210,6,100.0,0.0,0.0,0.0,208.45,2026-02-14,2026-09-16,,utility,R9
DRUID,Restoration,105,429474,Blooming Infusion,BUFF,1334,12,100.0,0.0,0.0,0.0,34.75,2026-02-14,2026-09-16,,utility,R9
DRUID,Restoration,105,1292300,Brittle Torga Totem,BUFF,38,3,100.0,0.0,0.0,0.0,121.87,2026-09-12,2026-09-23,,consumables,R8
DRUID,Restoration,105,291843,Brush It Off,BUFF,44,2,100.0,0.0,0.0,0.0,26.15,2026-04-26,2026-07-29,,utility,R9
DRUID,Restoration,105,255654,Bull Rush,BUFF,5,1,100.0,0.0,0.0,0.0,279.46,2026-09-16,2026-09-16,,utility,R9
DRUID,Restoration,105,255723,Bull Rush,DEBUFF,15,1,0.0,0.0,0.0,100.0,279.17,2026-09-16,2026-09-16,,,
DRUID,Restoration,105,319454,Call of the Elder Druid,BUFF,54,6,100.0,0.0,0.0,0.0,89.32,2026-04-12,2026-09-16,,utility,R9
DRUID,Restoration,105,426790,Call of the Elder Druid,DEBUFF,54,6,100.0,0.0,0.0,0.0,89.32,2026-04-12,2026-09-16,,,
DRUID,Restoration,105,406087,Calm the Wolf,BUFF,3,2,100.0,0.0,0.0,0.0,7.29,2026-08-22,2026-09-16,,utility,R9
DRUID,Restoration,105,1239428,Carrying Supplies,DEBUFF,1,1,100.0,0.0,0.0,0.0,,2026-09-16,2026-09-16,,,
DRUID,Restoration,105,768,Cat Form,BUFF,998,50,100.0,0.0,0.0,0.0,70.94,2026-02-14,2026-09-23,,utility,R9
DRUID,Restoration,105,1236118,Cauterizing Bolts,BUFF,198,1,100.0,0.0,0.0,0.0,43.86,2026-02-14,2026-02-26,,consumables,R8
DRUID,Restoration,105,16870,Clearcasting,BUFF,4091,63,100.0,0.0,0.0,0.0,25.72,2026-02-14,2026-09-23,,utility,R9
DRUID,Restoration,105,386578,Coached,BUFF,3,3,0.0,100.0,0.0,0.0,,2026-03-20,2026-05-14,,support,R5
DRUID,Restoration,105,389581,Coaching,BUFF,5,3,100.0,0.0,0.0,0.0,265.95,2026-03-20,2026-05-14,,consumables,R8
DRUID,Restoration,105,1259988,Consecrated Chalice,BUFF,2,1,100.0,0.0,0.0,0.0,212.84,2026-07-06,2026-07-06,,defensives,R1
DRUID,Restoration,105,1250611,Console Power,DEBUFF,8,5,100.0,0.0,0.0,0.0,,2026-03-19,2026-07-29,,,
